""
0,34,"Depuis cette semaine, le parc Aqualibi à Wavre est fermé pour cause de travaux. La réouverture se fera le 22 septembre avec l’arrivée de quatre nouveaux toboggans qui seront accessibles dès décembre 2023 : le Rally Racer, le Tornado Wave, le Canon Bowl et le Dueling RocketBlast.Une course de tapis sur deux voies, le Rally Racer promet une compétition délirante de 147 mètres de long. Avec un départ à 16 mètres de haut, ce toboggan présentera quatre points de duel.Comme son nom l’indique, le Tornado Wave prévoit de grandes sensations avec une vague de plus de 18 mètres de haut pour une poussée d’adrénaline garantie. Départ à 21 mètres de haut pour un parcours de 175 mètres de long.Une aventure tourbillonnante dans un entonnoir, le Canon Bowl se distingue par une descente finale vertigineuse. Départ à 21 mètres de haut pour un parcours sur 134 mètres.Plus qu’un toboggan, le Dueling RocketBlast permet d’affronter ses proches en duel de glissages à bord d’une bouée. Un départ à plus de 16 mètres de haut pour un parcours de 167 mètres de long qui comprend deux remontées propulsées.À lire aussi A Walibi, des sensations fortes... pour le portefeuille",2023-09-01 08:15:07+02:00,,lesoir,fr
1,35,"Simone de Beauvoir aurait-elle opté pour le point médian, et écrit «lecteur·rices»? Pas sûr, mais un essai sur la philosophe féministe adopte ce signe typographique controversé, qui reste rare dans les livres.«Sexe, amour et féminisme: quand on écrivait à Madame de Beauvoir», paru jeudi aux éditions Plon, de l’Américaine Judith Coffin, examine l’abondante correspondance adressée par des anonymes à l’autrice de «Mémoires d’une jeune fille rangée». Les traductrices, Marine Vaslin et Lorraine Delavaud, sont partisanes de l’écriture inclusive, conçue pour rééquilibrer la place du masculin et du féminin dans la langue française. Y compris de son élément le plus radical: le point médian.Le chapitre 3 s’intitule ainsi «Les lecteur·rices prennent la plume». Autre exemple, page 249: «Neuf manifestant·es sont tué·es à la station de métro Charonne» (parmi eux, le 8 février 1962, six hommes et trois femmes). Le point médian, affirment ses adversaires, pose des problèmes de lisibilité qui le rendent impropre à l’usage.Simone de Beauvoir, autrice du célèbre essai «Le Deuxième Sexe», aurait-elle approuvé? Dans un podcast de France Inter en mai, la préfacière de «Sexe, amour et féminisme», la philosophe Manon Garcia, estimait que oui.Répondant à ceux qui estiment que cette agrégée au style classique et élégant aurait été heurtée par le point médian, elle reprend une citation de Beauvoir en 1972: «On ne me trahit jamais quand on me tire vers le féminisme absolu».Les Presses universitaires de Rennes, par exemple, le proscrivent «pour des raisons d’accessibilité (notamment pour les personnes atteintes de troubles visuels ou de l’apprentissage)». Cet éditeur précise sur son site internet: «Les PUR mettent en oeuvre une écriture inclusive qui soit à la fois respectueuse de l’égalité des sexes ou des genres, mais aussi du lecteur et de la lectrice».D’autres éditeurs laissent à leurs auteurs la liberté de l’employer. Un mémoire de recherche de master sur «L’Écriture inclusive au sein du monde éditorial français», par Alice Rousseau en 2022, cite parmi eux Amsterdam, maison d’édition classée à gauche, ou les Éditions des femmes, éditeur féministe comme son nom l’indique.Selon cette chercheuse, les points médians et plus globalement l’écriture inclusive ne se retrouvent que dans «certains romans», pas les plus vendus, et sont les plus courants dans les essais. Elle ne donne pas de chiffres.Plon a un profil qui rend ce choix inattendu. Cette maison généraliste, l’une des plus anciennes du pays, a dans son catalogue l’homme politique Philippe de Villiers ou l’animateur Stéphane Bern, des auteurs chantres de la France éternelle, et des essayistes conservateurs. Mais on y trouvait en mars un livre avec points médians, «Corps de femmes». Quatrième de couverture: «Chacun·e des douze auteur·e·s apporte un regard original sur ce que représente le corps des femmes pour elle/lui». (Étrangement, les douze étaient toutes des femmes.)Quand il s’est agi de traduire Judith Coffin, «le point médian s’est imposé par commodité», explique à l’AFP Lorraine Delavaud, qui cumule les fonctions d’éditrice et de traductrice de l’ouvrage.Exemple: dans la version originale, le terme «readers» (lecteurs), relève-t-elle, «apparaît des centaines de fois. Le neutre n’est pas suffisamment précis, et nous ne voulions pas répéter autant de fois « lecteurs et lectrices ». Le point médian était la solution la plus facile».Les éditions Plon ont fait confiance aux traductrices. «Notre but n’est pas de faire de la provocation. C’est de se demander comment faire avancer la langue, sans tomber dans la caricature», selon Lorraine Delavaud. Elle donne un exemple: «Pour certaines expressions, l’écriture inclusive oblige à contourner la difficulté. En théorie, on devrait écrire: nul·le n’ignore. Mais il n’y a aucune raison de le faire. J’écris: personne n’ignore».",2023-09-01 08:13:04+02:00,,lesoir,fr
2,36,"À défaut d’avoir pu voir la star en concert lors de sa tournée, les fans pourront la retrouver à l’occasion de projections dans certains cinémas.La dernière tournée de concerts de la méga star de la pop américaine Taylor Swift, débutée en mars et qui se prolonge jusqu’à la fin 2024, va être diffusée cet automne au cinéma aux Etats-Unis, Canada et Mexique, a fait savoir jeudi l’artiste de tous les records. «  La tournée Eras a été mon expérience de vie la plus importante et je déborde de joie pour vous annoncer qu’elle va bientôt s’afficher sur grand écran », a écrit sur les réseaux sociaux la trentenaire devenue un phénomène culturel et un redoutable rouleau compresseur commercial.Le film-concert «  Taylor Swift : The Eras Tour » sortira le 13 octobre aux Etats-Unis, au Canada et au Mexique. La première chaîne américaine de salles de cinéma AMC, qui reste lourdement endettée, devrait projeter le long-métrage à raison de quatre séances par jour du jeudi au dimanche.Aux Etats-Unis, les billets sont déjà en vente aux prix hors taxes de 19,89 dollars (environ 18 euros) pour un adulte et 13,13 dollars (environ 12 euros) pour un enfant ou une personne âgée, AMC promettant sur son site internet de doper son serveur pour « gérer un flux cinq fois plus important que la vente normale de billets ».L’annonce de cette sortie a bousculé l’agenda de certaines productions américaines, dont la suite de « L’exorciste », par crainte que Taylor Swift ne fasse de leur fasse de l’ombre.En juillet, elle a détrôné Barbara Streisand en tête du palmarès Billboard comme l’artiste féminine ayant le plus grand nombre d’albums numéro 1 des ventes, avec 12 disques, dont le dernier « Speak Now (Taylor’s Version) ».",2023-09-01 08:00:29+02:00,,lesoir,fr
3,37,"Vous pensiez connaître tous les petits TOC's culinaires italiens ? Voici une habitude que vous réalisez sûrement quotidiennement avec votre café, et à ne surtout pas reproduire dans la Botte sous peine de passer pour un débutant.On sait à quel point les Italiens peuvent se montrer puristes en ce qui concerne leurs traditions culinaires. De la crème dans la sauce carbonara au fromage dans les fruits de mer en passant par les pâtes coupées au couteau. Un autre crime gastronomique un peu moins réputé irriterait au plus au point les Italiens. Il s'agit pourtant du geste par excellence qui risque de vous faire passer pour un touriste aux yeux de tous. Alors pour éviter l'opprobre, autant être tenu au courant avant votre prochain voyage dans la Botte.Les astuces économiques d'un chef pour un plat de pâtes facile :En Italie, boire son café n'est pas simplement un moment délassant, c'est une question d'étiquette. Une seule règle simple à savoir : pas de cappuccino après midi. Essayez même de vous tenir à cet adage avant 10h du matin pour vous la jouer vero italiano. En effet, les Italiens n'aiment pas boire du café au lait l'après-midi. Le cappuccino est uniquement réservé au petit-déjeuners. Pour eux, ce faux pas serait assimilable à un plat de frites bien huileuses au petit-déjeuner et à un grand bol de céréales pour le dîner du soir.Pour expliquer une telle réticence, il faut comprendre que les Italiens conçoivent le cappuccino et son lait crémeux comme un breuvage trop consistant que pour être pris en milieu de journée. Notre estomac, déjà bien rempli par le déjeuner du midi, n'aurait pas besoin de ça en plus. Le matin, au contraire, un bon cappuccino se présente davantage comme un breuvage roboratif qui vient compléter le petit-déjeuner.Doit-on se passer de café toute l'après-midi pour autant ? Si le cappuccino est donc proscrit, les Italiens recommandent en revanche un expresso, un doppio ou un ristretto. Une gorgée de café qui offre un apport énergétique rapide et robuste. Un café allongé pourra aussi faire l'affaire, mais à condition d'éviter le lait. Si le lactose et le glucose apaisaient l'estomac, ça se saurait. D'ailleurs, évitez également d'emporter votre café, second crime de lèse-majesté. En Italie, l'art du café est un événement social qui se déguste idéalement au comptoir. On le boit de préférence noir et serré, sans lait et sans sucre donc. Heureusement, à Bruxelles, personne ne vous sortira du bar pour avoir commandé un cappuccino à 16h. Au contraire.Une publication partagée par HomeCoffeeBeans (@homecoffeebeans)",2023-09-01 05:46:26+00:00,,lesoir,fr
4,38,"En accord avec l’AFSCA, Tero Bakery (So Bake It) retire les produits « Petit beurre », « Cookies chocolat vegan » et « Cookies raisin vegan » de la marque So Bake It de la vente et les rappelle auprès des consommateurs en raison d’une teneur trop élevée en aflatoxine B1.Tero Bakery (So Bake It) demande à ses clients de ne pas consommer ces produits et de les ramener au point de vente dans lequel ils ont été achetés. Le remboursement des produits fabriqués entre les dates ci-dessous se fera au moment du retour.Nom du produit : Petit beurre– Marque : So Bake It
– Date de durabilité minimale (DDM) (« A consommer de préférence avant le (ou fin) ») : 18/10/2023 et 26/11/2023
– Numéro du(des) lot(s) : production entre le 18/04/2023 et le 26/05/2023
– Période de vente : du 18/04/2023 au 18/10/2023 ou 26/11/2023
– Nature de l’emballage : sachet plastique
– Poids : 150gNom du produit : Cookies chocolat vegan– Marque : So Bake It
– Date de durabilité minimale (DDM) (« A consommer de préférence avant le (ou fin) ») : 18/10/2023 et 26/11/2023
– Numéro du(des) lot(s) : production entre le 18/04/2023 et le 26/05/2023
– Période de vente : du 18/04/2023 au 18/10/2023 ou 26/11/2023
– Nature de l’emballage : papier paraffiné
– Poids : 200gNom du produit : Cookies raisin vegan– Marque : So Bake It
– Date de durabilité minimale (DDM) (« A consommer de préférence avant le (ou fin) ») : 18/10/2023 et 26/11/2023
– Numéro du(des) lot(s) : production entre le 18/04/2023 et le 26/05/2023
– Période de vente : du 18/04/2023 au 18/10/2023 ou 26/11/2023
– Nature de l’emballage : papier paraffiné
– Poids : 200gPour toute information complémentaire, contactez So Bake It :
hello@sobakeit.be",2023-09-01 07:35:07+02:00,,lesoir,fr
5,39,"La Vivaldi fait sa dernière rentrée politique et Alexander De Croo affiche une dynamique positive qu’il espère voir se diffuser et perdurer au sein de sa majorité. Mais à moins d’un an des élections, une question reste en suspens : est-il encore possible de boucler des réformes importantes en si peu de temps ?Bernard Demonty est responsable du pôle politique. Il a récemment interviewé Alexander De Croo et discuté avec lui des dossiers de la rentrée. On revient ensemble sur cet entretien et sur les nombreux enjeux de cette dernière année de législature.« A propos », c’est notre sélection de l’actualité, du lundi au vendredi dès 5 heures sur Le Soir et votre plateforme de podcasts préférée. Retrouvez tous les podcasts du journal « Le Soir » sur https://podcasts.lesoir.be",2023-09-01 07:32:24+02:00,,lesoir,fr
6,40,"Au moins 74 personnes dont 12 enfants ont péri à Johannesburg, pris au piège dans un immeuble délabré du centre de la capitale économique sud-africaine ravagé par un violent incendie dans la nuit de mercredi à jeudi, selon un dernier bilan des autorités.« Parmi les 74 corps dénombrés (...) nous avons compté 12 enfants », a déclaré jeudi lors d’une conférence de presse Thembalethu Mpahlaza, chef du service médico-légal de la province du Gauteng, qui rassemble Johannesburg et la capitale Pretoria.Les secours ont retrouvé les corps de 24 femmes et 40 hommes. « Dix autres restent indéterminés car le degré de calcination ne permet pas d’identifier le sexe », a précisé M. Mpahlaza. Un précédent bilan avait fait état de 73 morts et la dépouille d’un enfant de moins de deux ans avait déjà été retrouvée.Une soixantaine de blessés ont été dirigés vers plusieurs hôpitaux de la région. Les opérations de secours et de recherches étaient sur le point de se terminer dans la soirée.Le président Cyril Ramaphosa a déploré une « immense tragédie » avec ce sinistre qui se classe parmi les incendies d’immeubles les plus meurtriers au monde au cours des 20 dernières années et dont le bilan dépasse désormais celui de la Grenfell Tower (72 morts) en juin 2017 à Londres.Se rendant sur place en fin de journée, le chef d’Etat s’est engagé, la mine grave, à s’« attaquer à la question du logement ».L’origine du sinistre survenu dans le bâtiment de quatre étages appartenant à la municipalité et occupé illégalement n’a pas encore été établie. Un responsable de la ville, Mgcini Tshwaku, a évoqué l’éclairage à la bougie ou autres systèmes d’appoint comme possibles causes.Opulent quartier d’affaires au temps de l’apartheid, le centre-ville aujourd’hui délaissé de Johannesburg compte de nombreux immeubles abandonnés, souvent tombés aux mains de marchands de sommeil et déconnectés du réseau électrique.« Nous avons couru pour essayer de trouver une sortie de secours », a dit à l’AFP Kenny Bupe. Le jeune homme de 28 ans raconte avoir dû forcer une grille, fermée à clef, pour échapper aux flammes. « D’autres avaient déjà sauté par les fenêtres parce qu’ils savaient que la porte était verrouillée ».Situé dans un quartier rongé par l’insécurité dans un pays au taux de criminalité parmi les plus élevés de la planète, l’immeuble était équipé de plusieurs grilles de sécurité.A chaque étage, des portes à barreaux fermées chaque soir à double tour pour éviter l’entrée d’intrus ont empêché les habitants affolés de fuir, selon des témoignages.Quand l’incendie s’est déclaré au milieu de la nuit, la panique a envahi les couloirs et au petit matin, des corps ont été retrouvés entassés derrière une grille verrouillée.Des témoins ont dit aux journalistes avoir vu des bébés jetés par les fenêtres pour tenter de les sauver des flammes : « Il y avait des gens qui attrapaient les bébés et il y avait aussi des matelas préparés pour eux », a décrit Mac Katlego, 25 ans, un voisin.Sur la façade de l’immeuble noircie par la fumée, des draps et des couvertures sont restés jeudi accrochés aux fenêtres. Les occupants de l’immeuble ont utilisé ce qu’ils avaient sous la main pour tenter de s’échapper.« Il y avait des corps partout sur le sol » après l’incendie, a décrit Noma Mahlalela, 41 ans, femme de ménage. Dans la matinée, les secouristes ont extrait des corps calcinés de l’immeuble et les ont déposés sur la chaussée, avant de les recouvrir d’un drap ou d’une couverture.Antonio Guterres, secrétaire général de l’ONU est « profondément attristé » par cet incendie et a proposé que ses équipes « travaillent avec les autorités pour prévenir d’autres incidents de cette nature », a rapporté son porte-parole Stéphane Dujarric.Le président de la Commission de l’Union africaine, Moussa Faki Mahamat, a déploré sur X (ex-Twitter) un « incendie dévastateur ». Le patron de l’OMS Tedros Adhanom Ghebreyesus et le président ukrainien Volodymyr Zelensky ont évoqué une « tragédie ».Selon plusieurs témoignages, de nombreux « étrangers » occupaient l’immeuble.À lire aussi
Incendies : la Belgique, un mauvais élève face au feu ?Economie la plus industrialisée du continent, l’Afrique du Sud attire des millions de migrants, dont beaucoup sans papiers, en provenance d’autres pays africains.En 2019, la police avait perquisitionné le bâtiment et arrêté 140 ressortissants étrangers, selon la ville.",2023-09-01 07:13:59+02:00,,lesoir,fr
7,41,"L’administration du président américain Joe Biden a annoncé jeudi un renforcement de la régulation du commerce d’armes à feu afin d’obliger les vendeurs à vérifier le profil des acheteurs.La réglementation publiée par le ministère de la Justice vise à mettre fin à des vides juridiques dans une loi promulguée en juin 2022 à la suite d’une série de fusillades meurtrières.Ces règles visent à clarifier la définition des personnes « impliquées dans le commerce » d’armes, pour amener les vendeurs à acquérir une licence et les obliger ainsi à vérifier les antécédents judiciaires et psychologiques de leurs acheteurs.À lire aussi Etats-Unis: à la foire aux armes d’Oaks, chaque tuerie renforce la conviction qu’il faut pouvoir se défendre seulElles augmentent aussi le contrôle du commerce d’armes de collection et permettent en théorie au gouvernement de mieux suivre le parcours des armes enregistrées d’un propriétaire à l’autre.« C’est une question de bon sens, car nous savons que la vérification des antécédents est l’un des meilleurs outils disponibles pour éviter que des armes dangereuses tombent dans les mains de criminels », a réagi la porte-parole de la Maison Blanche, Karine Jean-Pierre.L’administration Biden « continuera de faire tout son possible pour combattre l’épidémie de violence par arme à feu qui déchire nos familles, nos communautés et notre pays », a-t-elle assuré.Le président démocrate a promis de lutter pour un meilleur encadrement des armes, mais se heurte à l’opposition des conservateurs, farouches défenseurs du droit constitutionnel à avoir des armes, qui s’opposent en effet à tout durcissement législatif notable.Les Etats-Unis comptent davantage d’armes individuelles que d’habitants, en raison notamment de la facilité avec laquelle les Américains y ont accès. Un adulte sur trois possède au moins une arme et près d’un adulte sur deux vit dans un foyer où se trouve une arme.À lire aussi Les fusillades, un danger pour la démocratie américaine",2023-09-01 06:54:39+02:00,,lesoir,fr
8,42,"Le pape François a envoyé vendredi un télégramme de « bons vœux » au président chinois Xi Jinping et au peuple chinois, pendant que son avion survolait ce pays en chemin vers la Mongolie, a annoncé le Vatican.« En vous assurant de mes prières pour le bien-être de la nation, j’invoque sur vous toutes les bénédictions divines de l’unité et de la paix », a-t-il écrit dans ce télégramme, suivant la tradition de saluer les dirigeants des pays dont il traverse l’espace aérien.Le pape François s’est envolé jeudi pour la Mongolie, première visite pontificale dans cette vaste nation isolée d’Asie centrale, enclavée entre les deux superpuissances que sont la Chine et la Russie.L’avion papal a décollé de Rome à 18h40 (16H40 GMT) et a atterri à Oulan-Bator vendredi à 10h00 (02H00 GMT).À lire aussi Le pape François, dix ans de ruptures et une route encore longueLe voyage du souverain pontife, âgé de 86 ans, jusqu’à lundi dans ce pays à majorité bouddhiste est un geste de soutien à la petite communauté de catholiques qui compte environ 1.400 fidèles pour plus de trois millions d’habitants.Mais ce voyage – le deuxième de François dans la région en un an après celui de septembre 2022 au Kazakhstan – est également stratégique dans le contexte géopolitique.« Il s’agit d’un effort clair du Saint-Siège pour s’occuper de l’Asie centrale et ne pas l’abandonner à la Russie ou à la Chine », analyse pour l’AFP Michel Chambon, spécialiste des catholiques en Asie.Cette visite – le 43e voyage de François au cours de sa décennie à la tête de l’Eglise catholique – est aussi cruciale pour les relations du Vatican avec Pékin et Moscou, où François n’a pas encore été invité.À lire aussi Le pape François façonne l’Eglise de demain",2023-09-01 06:41:23+02:00,,lesoir,fr
9,43,"Le ciel sera très nuageux à couvert ce vendredi avec des pluies modérées ou des intenses averses. L’après­-midi, le temps deviendra plus variable sur la moitié ouest du pays, avec encore quelques averses. Les averses pourront être localement intenses et orageuses, selon les dernières prévisions de l’Institut royal météorologiques. Les maxima seront compris entre 17 et 19 degrés en Ardenne, et entre 19 et 22 degrés ailleurs.Ce vendredi soir, on observera toujours des averses (orageuses) mais la tendance aux averses diminuera progressivement et le ciel deviendra changeant. Cette nuit, le temps deviendra sec à une ondée près. Des brumes et bancs de brouillard pourront se former en fin de nuit. Les températures descendront vers des valeurs de 10 à 14 degrés.Samedi à l’aube, de la brume, du brouillard et des nuages bas pourront être présents. En cours de journée, le ciel deviendra plutôt hésitant entre éclaircies et passages nuageux. Une petite averse pourrait encore se produire, mais le temps sera sec dans la plupart des régions. Les maxima seront compris entre 21 degrés à la mer et 25 degrés à certains endroits dans l’intérieur du pays.Dimanche, après dissipation des éventuels brouillards matinaux, le temps sera avec de nombreux nuages, pour la plupart de haute altitude. Les maxima se situeront entre 21 degrés à la mer et 25 ou 26 degrés en Lorraine belge.L’Institut royal météorologique a émis un avertissement jaune pour la pluie sur l’ensemble du territoire, à l’exception de la province du Luxembourg, et pour l’entièreté de la journée de vendredi.Jusqu’en soirée, l’IRM prévoit ainsi des périodes de pluie ou d’averses (orageuses) parfois abondantes. Selon les dernières mises à jour des modèles, il attend des cumuls de précipitations entre 10 et 30 mm en 24h (voire localement jusqu’à 50 mm selon le scénario le plus pessimiste).Le niveau jaune s’applique à toutes les provinces à l’exception de celle du Luxembourg où les quantités semblent moindres.Découvrez les prévisions météo région par région.",2023-09-01 06:29:48+02:00,,lesoir,fr
